grid,percentages,land_use
2818,26.44,builtUpAreas
2819,17.63,builtUpAreas
2820,9.07,builtUpAreas
2821,9.72,builtUpAreas
2822,12.44,builtUpAreas
2823,4.22,builtUpAreas
2824,9.9,builtUpAreas
2825,2.08,builtUpAreas
2826,4.32,builtUpAreas
2827,5.05,builtUpAreas
2828,6.47,builtUpAreas
2829,3.77,builtUpAreas
2830,3.74,builtUpAreas
2831,2.5,builtUpAreas
2832,6.16,builtUpAreas
2833,5.22,builtUpAreas
2834,2.03,builtUpAreas
2835,2.5,builtUpAreas
2836,5.01,builtUpAreas
2837,3.43,builtUpAreas
2838,4.24,builtUpAreas
2839,5.53,builtUpAreas
2840,8.09,builtUpAreas
2841,2.98,builtUpAreas
2842,2.34,builtUpAreas
2843,2.21,builtUpAreas
2844,3.98,builtUpAreas
2845,2,builtUpAreas
2846,3.59,builtUpAreas
2847,4.98,builtUpAreas
2848,2.63,builtUpAreas
2849,2.71,builtUpAreas
2850,3.66,builtUpAreas
2851,4.69,builtUpAreas
2852,0.36,builtUpAreas
2909,5.85,builtUpAreas
2910,21.7,builtUpAreas
2911,9.95,builtUpAreas
2912,9.44,builtUpAreas
2913,12.37,builtUpAreas
2914,7.27,builtUpAreas
2915,14.22,builtUpAreas
2916,7.94,builtUpAreas
2917,31.17,builtUpAreas
2918,37.06,builtUpAreas
2919,38.87,builtUpAreas
2920,17.25,builtUpAreas
2921,5.18,builtUpAreas
2922,5.89,builtUpAreas
2923,5.93,builtUpAreas
2924,5.95,builtUpAreas
2925,4.52,builtUpAreas
2926,3.82,builtUpAreas
2927,1.95,builtUpAreas
2928,4.81,builtUpAreas
2929,7.05,builtUpAreas
2930,3.83,builtUpAreas
2931,2.82,builtUpAreas
2932,6.19,builtUpAreas
2933,2.3,builtUpAreas
2934,5.12,builtUpAreas
2935,2.37,builtUpAreas
2936,8.21,builtUpAreas
2937,5.62,builtUpAreas
2938,3.08,builtUpAreas
2939,3.35,builtUpAreas
2940,3.13,builtUpAreas
2941,1.68,builtUpAreas
2942,1.47,builtUpAreas
2943,2.71,builtUpAreas
2944,4.66,builtUpAreas
2945,4.36,builtUpAreas
2946,2.43,builtUpAreas
2947,3.39,builtUpAreas
2948,1.94,builtUpAreas
2949,4.52,builtUpAreas
2950,5.73,builtUpAreas
2951,14.03,builtUpAreas
3008,0.17,builtUpAreas
3009,7.4,builtUpAreas
3010,7.67,builtUpAreas
3011,9.86,builtUpAreas
3012,6.23,builtUpAreas
3013,5.57,builtUpAreas
3014,9.37,builtUpAreas
3015,8.65,builtUpAreas
3016,8.49,builtUpAreas
3017,6.37,builtUpAreas
3018,18.41,builtUpAreas
3019,11.61,builtUpAreas
3020,10.36,builtUpAreas
3021,15.19,builtUpAreas
3022,3.38,builtUpAreas
3023,9.11,builtUpAreas
3024,5.52,builtUpAreas
3025,8.1,builtUpAreas
3026,7.56,builtUpAreas
3027,2.38,builtUpAreas
3028,4.25,builtUpAreas
3029,13.58,builtUpAreas
3030,4.66,builtUpAreas
3031,3.1,builtUpAreas
3032,6.87,builtUpAreas
3033,5.11,builtUpAreas
3034,1.43,builtUpAreas
3035,2.66,builtUpAreas
3036,6.26,builtUpAreas
3037,3.2,builtUpAreas
3038,3.42,builtUpAreas
3039,3.72,builtUpAreas
3040,6.08,builtUpAreas
3041,2.74,builtUpAreas
3042,9.08,builtUpAreas
3043,5.95,builtUpAreas
3044,2.82,builtUpAreas
3045,4.87,builtUpAreas
3046,4.16,builtUpAreas
3047,2.03,builtUpAreas
3048,3.48,builtUpAreas
3049,3.22,builtUpAreas
3050,3.37,builtUpAreas
3051,0.05,builtUpAreas
3108,4.45,builtUpAreas
3109,7.2,builtUpAreas
3110,2.93,builtUpAreas
3111,10.17,builtUpAreas
3112,10.22,builtUpAreas
3113,8.54,builtUpAreas
3114,20.36,builtUpAreas
3115,12.39,builtUpAreas
3116,11.08,builtUpAreas
3117,4.89,builtUpAreas
3118,9.23,builtUpAreas
3119,7.41,builtUpAreas
3120,9.64,builtUpAreas
3121,7.97,builtUpAreas
3122,4.75,builtUpAreas
3123,10.57,builtUpAreas
3124,7.76,builtUpAreas
3125,4.94,builtUpAreas
3126,7.02,builtUpAreas
3127,4.09,builtUpAreas
3128,1.92,builtUpAreas
3129,3.34,builtUpAreas
3130,3.84,builtUpAreas
3131,4.79,builtUpAreas
3132,7.95,builtUpAreas
3133,5.39,builtUpAreas
3134,4.18,builtUpAreas
3135,3.18,builtUpAreas
3136,4.59,builtUpAreas
3137,3.15,builtUpAreas
3138,3.44,builtUpAreas
3139,2.7,builtUpAreas
3140,6.55,builtUpAreas
3141,3.72,builtUpAreas
3142,5.61,builtUpAreas
3143,3.17,builtUpAreas
3144,3.91,builtUpAreas
3145,5.29,builtUpAreas
3146,3.86,builtUpAreas
3147,3.86,builtUpAreas
3148,16.11,builtUpAreas
3149,4.85,builtUpAreas
3150,5.53,builtUpAreas
3151,0.13,builtUpAreas
3208,3.34,builtUpAreas
3209,15.17,builtUpAreas
3210,4.92,builtUpAreas
3211,5.8,builtUpAreas
3212,8.86,builtUpAreas
3213,9.53,builtUpAreas
3214,6.38,builtUpAreas
3215,17.86,builtUpAreas
3216,7.31,builtUpAreas
3217,8.42,builtUpAreas
3218,5.78,builtUpAreas
3219,5.73,builtUpAreas
3220,6.88,builtUpAreas
3221,6.91,builtUpAreas
3222,4.06,builtUpAreas
3223,5.42,builtUpAreas
3224,1.05,builtUpAreas
3225,4.89,builtUpAreas
3226,3.08,builtUpAreas
3227,3.22,builtUpAreas
3228,1.66,builtUpAreas
3229,4.38,builtUpAreas
3230,4.62,builtUpAreas
3231,3.87,builtUpAreas
3232,4.08,builtUpAreas
3233,4.05,builtUpAreas
3234,3.79,builtUpAreas
3235,4.01,builtUpAreas
3236,6.14,builtUpAreas
3237,4.86,builtUpAreas
3238,4.21,builtUpAreas
3239,2.62,builtUpAreas
3240,3.31,builtUpAreas
3241,2.88,builtUpAreas
3242,3.68,builtUpAreas
3243,2.79,builtUpAreas
3244,7.4,builtUpAreas
3245,20.88,builtUpAreas
3246,14.29,builtUpAreas
3247,7.15,builtUpAreas
3248,3.72,builtUpAreas
3249,3.61,builtUpAreas
3250,8.02,builtUpAreas
3251,3.93,builtUpAreas
3252,0.78,builtUpAreas
3306,2.8,builtUpAreas
3307,6.03,builtUpAreas
3308,6.02,builtUpAreas
3309,14.44,builtUpAreas
3310,7.83,builtUpAreas
3311,6.66,builtUpAreas
3312,5.18,builtUpAreas
3313,11.02,builtUpAreas
3314,8.79,builtUpAreas
3315,14.08,builtUpAreas
3316,13.24,builtUpAreas
3317,4.43,builtUpAreas
3318,9.18,builtUpAreas
3319,4.84,builtUpAreas
3320,7.77,builtUpAreas
3321,12.93,builtUpAreas
3322,4.41,builtUpAreas
3323,6.51,builtUpAreas
3324,7.13,builtUpAreas
3325,11.91,builtUpAreas
3326,18.8,builtUpAreas
3327,6.69,builtUpAreas
3328,4.03,builtUpAreas
3329,3.61,builtUpAreas
3330,10.18,builtUpAreas
3331,3.62,builtUpAreas
3332,4.51,builtUpAreas
3333,3.21,builtUpAreas
3334,3.63,builtUpAreas
3335,4.6,builtUpAreas
3336,3.26,builtUpAreas
3337,8.54,builtUpAreas
3338,2.89,builtUpAreas
3339,3.67,builtUpAreas
3340,5.9,builtUpAreas
3341,4.08,builtUpAreas
3342,3.66,builtUpAreas
3343,6.68,builtUpAreas
3344,7.9,builtUpAreas
3345,35.7,builtUpAreas
3346,21.44,builtUpAreas
3347,24.19,builtUpAreas
3348,7.98,builtUpAreas
3349,1.96,builtUpAreas
3350,4.6,builtUpAreas
3351,4.68,builtUpAreas
3352,4.86,builtUpAreas
3353,0.55,builtUpAreas
3406,3.66,builtUpAreas
3407,7.99,builtUpAreas
3408,7.37,builtUpAreas
3409,15.68,builtUpAreas
3410,11.89,builtUpAreas
3411,6.28,builtUpAreas
3412,7.64,builtUpAreas
3413,10.7,builtUpAreas
3414,9.57,builtUpAreas
3415,13.19,builtUpAreas
3416,4.95,builtUpAreas
3417,6.49,builtUpAreas
3418,4.92,builtUpAreas
3419,4.78,builtUpAreas
3420,9.63,builtUpAreas
3421,3.48,builtUpAreas
3422,8.08,builtUpAreas
3423,5.85,builtUpAreas
3424,10.9,builtUpAreas
3425,4.87,builtUpAreas
3426,13,builtUpAreas
3427,7.21,builtUpAreas
3428,4.6,builtUpAreas
3429,8.41,builtUpAreas
3430,5.23,builtUpAreas
3431,4.32,builtUpAreas
3432,3.21,builtUpAreas
3433,1.92,builtUpAreas
3434,7.56,builtUpAreas
3435,3.14,builtUpAreas
3436,4.7,builtUpAreas
3437,8.48,builtUpAreas
3438,3.92,builtUpAreas
3439,4.84,builtUpAreas
3440,5.91,builtUpAreas
3441,2.21,builtUpAreas
3442,3.4,builtUpAreas
3443,12.59,builtUpAreas
3444,30.43,builtUpAreas
3445,46.02,builtUpAreas
3446,66.83,builtUpAreas
3447,46.06,builtUpAreas
3448,25.59,builtUpAreas
3449,13.98,builtUpAreas
3450,5.74,builtUpAreas
3451,4.46,builtUpAreas
3452,6.68,builtUpAreas
3453,4.87,builtUpAreas
3506,1.07,builtUpAreas
3507,6.3,builtUpAreas
3508,17.12,builtUpAreas
3509,6.94,builtUpAreas
3510,6.31,builtUpAreas
3511,7.36,builtUpAreas
3512,5.9,builtUpAreas
3513,9.51,builtUpAreas
3514,9.08,builtUpAreas
3515,4.94,builtUpAreas
3516,10.02,builtUpAreas
3517,10.69,builtUpAreas
3518,6.45,builtUpAreas
3519,7.94,builtUpAreas
3520,7.44,builtUpAreas
3521,7.49,builtUpAreas
3522,15.48,builtUpAreas
3523,19.41,builtUpAreas
3524,34.32,builtUpAreas
3525,13.02,builtUpAreas
3526,8.59,builtUpAreas
3527,8.14,builtUpAreas
3528,7.17,builtUpAreas
3529,16.68,builtUpAreas
3530,22.53,builtUpAreas
3531,12.28,builtUpAreas
3532,3.55,builtUpAreas
3533,3.56,builtUpAreas
3534,2.47,builtUpAreas
3535,1.65,builtUpAreas
3536,3.71,builtUpAreas
3537,3.05,builtUpAreas
3538,4.95,builtUpAreas
3539,4.68,builtUpAreas
3540,9.55,builtUpAreas
3541,16.28,builtUpAreas
3542,7.66,builtUpAreas
3543,10.83,builtUpAreas
3544,19.86,builtUpAreas
3545,48.62,builtUpAreas
3546,63.13,builtUpAreas
3547,44.22,builtUpAreas
3548,23.7,builtUpAreas
3549,5.23,builtUpAreas
3550,4.05,builtUpAreas
3551,3.4,builtUpAreas
3552,4.29,builtUpAreas
3553,2.92,builtUpAreas
3608,6.18,builtUpAreas
3609,13.55,builtUpAreas
3610,12.76,builtUpAreas
3611,9.62,builtUpAreas
3612,12.49,builtUpAreas
3613,13.48,builtUpAreas
3614,15.76,builtUpAreas
3615,10.63,builtUpAreas
3616,12.04,builtUpAreas
3617,19.52,builtUpAreas
3618,9.28,builtUpAreas
3619,19.68,builtUpAreas
3620,10.48,builtUpAreas
3621,13.48,builtUpAreas
3622,15.59,builtUpAreas
3623,15.2,builtUpAreas
3624,47.96,builtUpAreas
3625,19.71,builtUpAreas
3626,8.09,builtUpAreas
3627,17.97,builtUpAreas
3628,13.84,builtUpAreas
3629,13.17,builtUpAreas
3630,10.57,builtUpAreas
3631,4.44,builtUpAreas
3632,5.67,builtUpAreas
3633,3.95,builtUpAreas
3634,3.24,builtUpAreas
3635,2.89,builtUpAreas
3636,5.18,builtUpAreas
3637,4.79,builtUpAreas
3638,3.8,builtUpAreas
3639,2.16,builtUpAreas
3640,6.19,builtUpAreas
3641,7.75,builtUpAreas
3642,9.36,builtUpAreas
3643,14.37,builtUpAreas
3644,23.44,builtUpAreas
3645,23.04,builtUpAreas
3646,19.7,builtUpAreas
3647,23.08,builtUpAreas
3648,9.01,builtUpAreas
3649,4.69,builtUpAreas
3650,16.41,builtUpAreas
3651,2.61,builtUpAreas
3652,7.75,builtUpAreas
3653,10.35,builtUpAreas
3707,0.82,builtUpAreas
3708,13.93,builtUpAreas
3709,12.4,builtUpAreas
3710,23.71,builtUpAreas
3711,11.55,builtUpAreas
3712,19.65,builtUpAreas
3713,15.34,builtUpAreas
3714,36.75,builtUpAreas
3715,10.81,builtUpAreas
3716,10.99,builtUpAreas
3717,19.55,builtUpAreas
3718,27.69,builtUpAreas
3719,28.9,builtUpAreas
3720,21.25,builtUpAreas
3721,6.3,builtUpAreas
3722,9.37,builtUpAreas
3723,12.18,builtUpAreas
3724,9.8,builtUpAreas
3725,13.25,builtUpAreas
3726,7.97,builtUpAreas
3727,13.32,builtUpAreas
3728,16.87,builtUpAreas
3729,28.57,builtUpAreas
3730,7.09,builtUpAreas
3731,7.06,builtUpAreas
3732,6.96,builtUpAreas
3733,3.87,builtUpAreas
3734,11.17,builtUpAreas
3735,9.59,builtUpAreas
3736,9.24,builtUpAreas
3737,8.18,builtUpAreas
3738,2,builtUpAreas
3739,5.5,builtUpAreas
3740,2.2,builtUpAreas
3741,2.52,builtUpAreas
3742,3.07,builtUpAreas
3743,9.8,builtUpAreas
3744,6.8,builtUpAreas
3745,7.89,builtUpAreas
3746,11.58,builtUpAreas
3747,18.22,builtUpAreas
3748,9.6,builtUpAreas
3749,7.87,builtUpAreas
3750,8.83,builtUpAreas
3751,1.89,builtUpAreas
3752,4.67,builtUpAreas
3753,4.9,builtUpAreas
3754,0.47,builtUpAreas
3806,0.15,builtUpAreas
3807,5.74,builtUpAreas
3808,11.83,builtUpAreas
3809,9.91,builtUpAreas
3810,10.01,builtUpAreas
3811,19.49,builtUpAreas
3812,7.45,builtUpAreas
3813,15.17,builtUpAreas
3814,13.7,builtUpAreas
3815,10.25,builtUpAreas
3816,14.64,builtUpAreas
3817,31.22,builtUpAreas
3818,26.52,builtUpAreas
3819,13.43,builtUpAreas
3820,11.1,builtUpAreas
3821,9.4,builtUpAreas
3822,12.28,builtUpAreas
3823,5.04,builtUpAreas
3824,9.68,builtUpAreas
3825,22.44,builtUpAreas
3826,6.35,builtUpAreas
3827,11.58,builtUpAreas
3828,22.55,builtUpAreas
3829,13.62,builtUpAreas
3830,4.9,builtUpAreas
3831,6.64,builtUpAreas
3832,7.28,builtUpAreas
3833,4.62,builtUpAreas
3834,7.57,builtUpAreas
3835,31.97,builtUpAreas
3836,12.86,builtUpAreas
3837,4.92,builtUpAreas
3838,3.31,builtUpAreas
3839,1.48,builtUpAreas
3840,3.82,builtUpAreas
3841,5,builtUpAreas
3842,5.25,builtUpAreas
3843,3.39,builtUpAreas
3844,3.81,builtUpAreas
3845,3.63,builtUpAreas
3846,10.12,builtUpAreas
3847,5.24,builtUpAreas
3848,3.23,builtUpAreas
3849,1.62,builtUpAreas
3850,4.47,builtUpAreas
3851,7.58,builtUpAreas
3852,3.04,builtUpAreas
3853,14.19,builtUpAreas
3854,1.36,builtUpAreas
3906,8.19,builtUpAreas
3907,11.31,builtUpAreas
3908,11.57,builtUpAreas
3909,9.33,builtUpAreas
3910,12.08,builtUpAreas
3911,10.58,builtUpAreas
3912,7.26,builtUpAreas
3913,7.77,builtUpAreas
3914,12.64,builtUpAreas
3915,10.88,builtUpAreas
3916,22.41,builtUpAreas
3917,42,builtUpAreas
3918,23.7,builtUpAreas
3919,15.14,builtUpAreas
3920,9.17,builtUpAreas
3921,5.76,builtUpAreas
3922,11.03,builtUpAreas
3923,5.41,builtUpAreas
3924,8.38,builtUpAreas
3925,5.26,builtUpAreas
3926,9.17,builtUpAreas
3927,5.16,builtUpAreas
3928,10.58,builtUpAreas
3929,5.7,builtUpAreas
3930,3.34,builtUpAreas
3931,3.53,builtUpAreas
3932,4.22,builtUpAreas
3933,7.06,builtUpAreas
3934,6.34,builtUpAreas
3935,16.96,builtUpAreas
3936,13.21,builtUpAreas
3937,3.1,builtUpAreas
3938,3.74,builtUpAreas
3939,2.63,builtUpAreas
3940,1.94,builtUpAreas
3941,1.8,builtUpAreas
3942,3.55,builtUpAreas
3943,5.1,builtUpAreas
3944,8.05,builtUpAreas
3945,4.5,builtUpAreas
3946,6.23,builtUpAreas
3947,3.7,builtUpAreas
3948,1.93,builtUpAreas
3949,3.7,builtUpAreas
3950,3.09,builtUpAreas
3951,2.86,builtUpAreas
3952,1.45,builtUpAreas
3953,3.98,builtUpAreas
3954,1.99,builtUpAreas
4005,0.1,builtUpAreas
4006,3.44,builtUpAreas
4007,14.28,builtUpAreas
4008,11.58,builtUpAreas
4009,11.92,builtUpAreas
4010,11.29,builtUpAreas
4011,37.06,builtUpAreas
4012,17.46,builtUpAreas
4013,13.45,builtUpAreas
4014,10.66,builtUpAreas
4015,11.75,builtUpAreas
4016,29.08,builtUpAreas
4017,27.48,builtUpAreas
4018,22.8,builtUpAreas
4019,20.44,builtUpAreas
4020,10.15,builtUpAreas
4021,9.2,builtUpAreas
4022,3.36,builtUpAreas
4023,6.71,builtUpAreas
4024,7.67,builtUpAreas
4025,5.75,builtUpAreas
4026,5.04,builtUpAreas
4027,4.17,builtUpAreas
4028,15.86,builtUpAreas
4029,7.82,builtUpAreas
4030,6.16,builtUpAreas
4031,5.33,builtUpAreas
4032,6.72,builtUpAreas
4033,5.26,builtUpAreas
4034,5.92,builtUpAreas
4035,5.46,builtUpAreas
4036,7.43,builtUpAreas
4037,5.21,builtUpAreas
4038,7.29,builtUpAreas
4039,3.33,builtUpAreas
4040,2.36,builtUpAreas
4041,3.89,builtUpAreas
4042,4.76,builtUpAreas
4043,3.25,builtUpAreas
4044,5.86,builtUpAreas
4045,3.25,builtUpAreas
4046,2.06,builtUpAreas
4047,3.89,builtUpAreas
4048,3.78,builtUpAreas
4049,6.97,builtUpAreas
4050,3.75,builtUpAreas
4051,1.97,builtUpAreas
4052,2.66,builtUpAreas
4053,3.37,builtUpAreas
4054,6.53,builtUpAreas
4101,0.6,builtUpAreas
4102,6.37,builtUpAreas
4103,10.13,builtUpAreas
4104,6.68,builtUpAreas
4105,20.88,builtUpAreas
4106,10.95,builtUpAreas
4107,17.19,builtUpAreas
4108,8.02,builtUpAreas
4109,13.67,builtUpAreas
4110,10.02,builtUpAreas
4111,7.49,builtUpAreas
4112,6.57,builtUpAreas
4113,6.85,builtUpAreas
4114,15.27,builtUpAreas
4115,19.36,builtUpAreas
4116,23.14,builtUpAreas
4117,16.13,builtUpAreas
4118,4.63,builtUpAreas
4119,9.96,builtUpAreas
4120,10.46,builtUpAreas
4121,5.94,builtUpAreas
4122,10.11,builtUpAreas
4123,5.27,builtUpAreas
4124,5.41,builtUpAreas
4125,8.94,builtUpAreas
4126,7.23,builtUpAreas
4127,6.86,builtUpAreas
4128,4.69,builtUpAreas
4129,4.9,builtUpAreas
4130,13.63,builtUpAreas
4131,5.4,builtUpAreas
4132,10.07,builtUpAreas
4133,6.63,builtUpAreas
4134,3.97,builtUpAreas
4135,11.83,builtUpAreas
4136,10.42,builtUpAreas
4137,3.62,builtUpAreas
4138,6.6,builtUpAreas
4139,19.18,builtUpAreas
4140,9.26,builtUpAreas
4141,14.16,builtUpAreas
4142,8.08,builtUpAreas
4143,3.19,builtUpAreas
4144,3.01,builtUpAreas
4145,3.83,builtUpAreas
4146,4.29,builtUpAreas
4147,3.28,builtUpAreas
4148,7.24,builtUpAreas
4149,7.83,builtUpAreas
4150,6.38,builtUpAreas
4151,5.8,builtUpAreas
4152,9.18,builtUpAreas
4153,7.71,builtUpAreas
4154,0.04,builtUpAreas
4201,0.42,builtUpAreas
4202,17.3,builtUpAreas
4203,11.81,builtUpAreas
4204,10.9,builtUpAreas
4205,10.77,builtUpAreas
4206,5.63,builtUpAreas
4207,9.32,builtUpAreas
4208,9.95,builtUpAreas
4209,11.93,builtUpAreas
4210,13.58,builtUpAreas
4211,9.18,builtUpAreas
4212,10.96,builtUpAreas
4213,14.86,builtUpAreas
4214,12.4,builtUpAreas
4215,10.76,builtUpAreas
4216,11.82,builtUpAreas
4217,14.01,builtUpAreas
4218,34.12,builtUpAreas
4219,5.07,builtUpAreas
4220,6.98,builtUpAreas
4221,6.64,builtUpAreas
4222,9.04,builtUpAreas
4223,1.57,builtUpAreas
4224,2.97,builtUpAreas
4225,7.11,builtUpAreas
4226,4.95,builtUpAreas
4227,10.87,builtUpAreas
4228,1.2,builtUpAreas
4229,2.88,builtUpAreas
4230,2.45,builtUpAreas
4231,5.55,builtUpAreas
4232,13.32,builtUpAreas
4233,7.22,builtUpAreas
4234,10.79,builtUpAreas
4235,5.6,builtUpAreas
4236,12.23,builtUpAreas
4237,11.48,builtUpAreas
4238,6.15,builtUpAreas
4239,6.12,builtUpAreas
4240,6.69,builtUpAreas
4241,4.06,builtUpAreas
4242,4.8,builtUpAreas
4243,6.09,builtUpAreas
4244,4.71,builtUpAreas
4245,5.34,builtUpAreas
4246,3.72,builtUpAreas
4247,2.69,builtUpAreas
4248,3.53,builtUpAreas
4249,5.43,builtUpAreas
4250,7.77,builtUpAreas
4251,17.99,builtUpAreas
4252,16.39,builtUpAreas
4253,13.47,builtUpAreas
4254,0.09,builtUpAreas
4302,7.95,builtUpAreas
4303,11.48,builtUpAreas
4304,11.57,builtUpAreas
4305,20.38,builtUpAreas
4306,11.26,builtUpAreas
4307,19,builtUpAreas
4308,34.04,builtUpAreas
4309,24.42,builtUpAreas
4310,21.9,builtUpAreas
4311,26.15,builtUpAreas
4312,27.82,builtUpAreas
4313,19.91,builtUpAreas
4314,7.55,builtUpAreas
4315,11.19,builtUpAreas
4316,18.33,builtUpAreas
4317,12.05,builtUpAreas
4318,9.84,builtUpAreas
4319,4.27,builtUpAreas
4320,4.84,builtUpAreas
4321,4.33,builtUpAreas
4322,7.37,builtUpAreas
4323,7.1,builtUpAreas
4324,4.01,builtUpAreas
4325,9.57,builtUpAreas
4326,6.41,builtUpAreas
4327,8.06,builtUpAreas
4328,6.7,builtUpAreas
4329,2.17,builtUpAreas
4330,2.43,builtUpAreas
4331,2.67,builtUpAreas
4332,4.11,builtUpAreas
4333,1.83,builtUpAreas
4334,7.42,builtUpAreas
4335,8.91,builtUpAreas
4336,6.74,builtUpAreas
4337,7.22,builtUpAreas
4338,7.21,builtUpAreas
4339,23.96,builtUpAreas
4340,6.69,builtUpAreas
4341,3.8,builtUpAreas
4342,4.41,builtUpAreas
4343,5.79,builtUpAreas
4344,1.63,builtUpAreas
4345,7.28,builtUpAreas
4346,2.87,builtUpAreas
4347,9.11,builtUpAreas
4348,10.2,builtUpAreas
4349,2.72,builtUpAreas
4350,4.35,builtUpAreas
4351,5.48,builtUpAreas
4352,5.44,builtUpAreas
4353,10.24,builtUpAreas
4354,0.58,builtUpAreas
4402,0.71,builtUpAreas
4403,17.28,builtUpAreas
4404,11,builtUpAreas
4405,17.92,builtUpAreas
4406,39.24,builtUpAreas
4407,41.48,builtUpAreas
4408,52.04,builtUpAreas
4409,49.4,builtUpAreas
4410,40.78,builtUpAreas
4411,38.44,builtUpAreas
4412,20.76,builtUpAreas
4413,15.17,builtUpAreas
4414,18.36,builtUpAreas
4415,8.74,builtUpAreas
4416,5.88,builtUpAreas
4417,8.74,builtUpAreas
4418,6.32,builtUpAreas
4419,3.44,builtUpAreas
4420,7.3,builtUpAreas
4421,4.84,builtUpAreas
4422,4.55,builtUpAreas
4423,2.19,builtUpAreas
4424,4.9,builtUpAreas
4425,26.62,builtUpAreas
4426,4.4,builtUpAreas
4427,9.04,builtUpAreas
4428,3.17,builtUpAreas
4429,7.09,builtUpAreas
4430,10.41,builtUpAreas
4431,3.36,builtUpAreas
4432,2.29,builtUpAreas
4433,3.39,builtUpAreas
4434,8.39,builtUpAreas
4435,10.77,builtUpAreas
4436,5.43,builtUpAreas
4437,14.01,builtUpAreas
4438,8.76,builtUpAreas
4439,11.83,builtUpAreas
4440,7.75,builtUpAreas
4441,5.59,builtUpAreas
4442,3.65,builtUpAreas
4443,7.97,builtUpAreas
4444,6.39,builtUpAreas
4445,7.24,builtUpAreas
4446,7.5,builtUpAreas
4447,3.32,builtUpAreas
4448,5.86,builtUpAreas
4449,13.07,builtUpAreas
4450,6.89,builtUpAreas
4451,5.2,builtUpAreas
4452,15.11,builtUpAreas
4453,11.01,builtUpAreas
4454,5.42,builtUpAreas
4503,12.59,builtUpAreas
4504,12.4,builtUpAreas
4505,33.07,builtUpAreas
4506,48.18,builtUpAreas
4507,62.63,builtUpAreas
4508,55.42,builtUpAreas
4509,49.31,builtUpAreas
4510,39.71,builtUpAreas
4511,30.28,builtUpAreas
4512,24.25,builtUpAreas
4513,17.9,builtUpAreas
4514,8.07,builtUpAreas
4515,5.44,builtUpAreas
4516,8.77,builtUpAreas
4517,5.35,builtUpAreas
4518,4.55,builtUpAreas
4519,5.55,builtUpAreas
4520,8.63,builtUpAreas
4521,4.7,builtUpAreas
4522,8.7,builtUpAreas
4523,7.34,builtUpAreas
4524,4.36,builtUpAreas
4525,5.79,builtUpAreas
4526,3.5,builtUpAreas
4527,5.51,builtUpAreas
4528,7.62,builtUpAreas
4529,7.17,builtUpAreas
4530,10.25,builtUpAreas
4531,4.77,builtUpAreas
4532,5.46,builtUpAreas
4533,9.36,builtUpAreas
4534,5.84,builtUpAreas
4535,4.82,builtUpAreas
4536,9.83,builtUpAreas
4537,24.7,builtUpAreas
4538,14.51,builtUpAreas
4539,9.18,builtUpAreas
4540,11.39,builtUpAreas
4541,8.23,builtUpAreas
4542,7.16,builtUpAreas
4543,5.62,builtUpAreas
4544,3.65,builtUpAreas
4545,5.04,builtUpAreas
4546,8.13,builtUpAreas
4547,10.53,builtUpAreas
4548,8.47,builtUpAreas
4549,8.96,builtUpAreas
4550,8.65,builtUpAreas
4551,11.08,builtUpAreas
4552,2.08,builtUpAreas
4553,5.38,builtUpAreas
4554,2.32,builtUpAreas
4555,0.88,builtUpAreas
4603,15.6,builtUpAreas
4604,20.69,builtUpAreas
4605,42.97,builtUpAreas
4606,30.51,builtUpAreas
4607,21.98,builtUpAreas
4608,27.12,builtUpAreas
4609,21.03,builtUpAreas
4610,31.44,builtUpAreas
4611,20.24,builtUpAreas
4612,18.49,builtUpAreas
4613,9.11,builtUpAreas
4614,10.35,builtUpAreas
4615,8.54,builtUpAreas
4616,8.68,builtUpAreas
4617,7.33,builtUpAreas
4618,3.27,builtUpAreas
4619,4.68,builtUpAreas
4620,6.68,builtUpAreas
4621,6.7,builtUpAreas
4622,26.01,builtUpAreas
4623,18.74,builtUpAreas
4624,4.19,builtUpAreas
4625,6.16,builtUpAreas
4626,8.16,builtUpAreas
4627,7.49,builtUpAreas
4628,6.74,builtUpAreas
4629,3,builtUpAreas
4630,2.96,builtUpAreas
4631,6.4,builtUpAreas
4632,5.22,builtUpAreas
4633,6.45,builtUpAreas
4634,3.68,builtUpAreas
4635,7.41,builtUpAreas
4636,4.74,builtUpAreas
4637,17.55,builtUpAreas
4638,11.64,builtUpAreas
4639,29.46,builtUpAreas
4640,47.89,builtUpAreas
4641,16.12,builtUpAreas
4642,10.26,builtUpAreas
4643,5.29,builtUpAreas
4644,7.09,builtUpAreas
4645,11.77,builtUpAreas
4646,9.61,builtUpAreas
4647,4.99,builtUpAreas
4648,7.11,builtUpAreas
4649,2.72,builtUpAreas
4650,7.32,builtUpAreas
4651,6.45,builtUpAreas
4652,3.46,builtUpAreas
4653,3.39,builtUpAreas
4654,5.53,builtUpAreas
4655,6.82,builtUpAreas
4656,0.07,builtUpAreas
4702,5.25,builtUpAreas
4703,21.49,builtUpAreas
4704,32.38,builtUpAreas
4705,27.61,builtUpAreas
4706,47.67,builtUpAreas
